3619,1981,2,16,,,36,-3,OFF SOUTHERN COAST,SPAIN,Mediterranean Sea,Earthquake,Questionable Tsunami,,,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3619,
3598,1981,9,2,1,5,-11.61,165.762,SANTA CRUZ ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.2,35,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3598,"Tide gauge records were available from two stations: 
<ul>
<dl> Port Vila, Efate, Vanuatu; 1-min; 17 deg 45 min 19.2 sec S; 168 deg 18 min 27.7 sec E
<dl> Honiara, Guadalcanal; Solomon Is; 1-min; 09 deg 25 min 44.1 sec S; 159 deg 57 min 19.3 sec E
</ul>
<P>A weak tsunami was identified in both records.
<P>Link to a <a href=""http://www.ngdc.noaa.gov/hazard/img/santa_cruz_9_2_2007.jpg""><U><B>Plot of tide gauge records</B></U></a>.
<P>(above from reference #4001)"
3599,1981,12,9,7,28,-25.996,-177.514,KERMADEC ISLANDS,KERMADEC ISLANDS,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7.8,153,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3599,"A tide gauge record was available only from one station: 
<ul>
<dl> Suva, Viti Levu, Fiji; 1-min; 18 deg 08 min S; 178 deg 26 min E
</ul>
<P>A weak but quite clear tsunami was identified in the de-tided record.
<P>Link to a <a href=""http://www.ngdc.noaa.gov/hazard/img/kermadec_12_9_2007.jpg""><U><B>Plot of tide gauge records</B></U></a>.
<P>(above from reference #4001)"
3589,1982,9,11,0,20,41.892,143.754,HOKKAIDO ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,6.8,25,,Severe (~>$5 to $24 million),,Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3589,
3603,1982,5,19,,,6.9,0.6,GOLD COAST,TOGO,West Coast of Africa,Earthquake,Probable Tsunami,,,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3603,"1933, May 19 [or May 29, 1935, listed in the text as May 19, 1933 and May 29, 1935 in the table]. Atlantic Ocean. This is a relatively large magnitude offshore earthquake which was registered on the tide gauge at Lome. (reference #1214)
<P>1933, May 19. ... At Accra, a town of approximately 77,000 people, 16 persons were killed and 133 were injured by the earthquake, which caused great alarm to Africans and Europeans alike. It was accompanied by a loud and sustained rumbling and by a violent shaking of the ground which lasted for fully 10 seconds. Many of those indoors,
particularly those upstairs in two-storey buildings, found it very difficult to walk, and children and invalids were knocked over. The majority of people who were indoors at the time ran outside but some Africans not knowing what was happening rushed indoors. The sea is said to have become rough and fishermen at Labadi and Teshi, who were in their canoes at the time, say that their canoes shivered and that they lost control of them for a time. Fortunately, none of the canoes was overturned. These fishermen say that immediately before the earthquake a light flashed across the sky and dropped into the sea. Other observers mentioned the occurrence of lightning and shooting stars (meteorites).
<P>For a short period after, the main shock a faint smell was noticeable. It was described by one observer as a stale marshy smell and by another as a slightly sulphurous smell. This was probably caused by the discharge into the atmosphere of sulphuretted hydrogen from the mud in the lagoons near Accra...
<P>Reliable evidence obtained from fishermen at sea at the time of the earthquake is not abundant, owing chiefly to the time at which the earthquake occurred. It appears, however, that the sea was not disturbed noticeably along most af the coast. Between Accra and Fete it was reported that canoes were shaken, the fishermen comparing the shake with the shivering of a very cold person. The sea
remained calm. Further east, however, at Labadi and Teshi, the sea is said to have become rough and to have roared loudly for a few minutes. Fishermen were alarmed and cried out for help. The bump of the earthquake waves was felt on a few passenger and cargo ships at sea or in pont, but no
damage was done. The waters of the Sakumo and Kako lagoons are said to have been thrown up, to fall again with a splash, while water spurted from the sand vents as from a fountain. (reference #1077)"
3586,1982,5,12,6,28,31.002,103.322,SICHUAN PROVINCE,CHINA,"China, North and South Korea, Philippines, Taiwan",Earthquake,Event that only caused a seiche or disturbance in an inland river,7.9,19,,Extreme (~$25 million or more),Very Many (~1001 or more houses),Very Many (~1001 or more people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3586,"On May 12, 2008, at 06:28:00 UTC (2:28 PM local time in China), an earthquake occurred 90 km WNW of Chengdu, Sichuan, China and 1545 km SW of Beijing, China. Seiches were observed at Kotalipara, Bangladesh. (reference #1053)"
3587,1982,8,8,,,52.18,-175.5,"KASATOCHI VOLCANO, ALEUTIAN IS, AK",USA,Alaska (including Aleutian Islands),Volcano,Definite Tsunami,,,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3587,"A volcanic eruption, preceded by a swarm of magnitude 3.0 to 5.8 earthquakes, was first observed at 2217 UTC (1417 AKDT) on 07 August 2008, and was located at Kasatochi Volcano. The Alaska Volcano Observatory (AVO) reported three major explosive eruptions at Kasatochi volcano between approximately 2230 UTC (1430 AKDT) on 07 August and 0500 UTC on 08 August (2100 AKDT on 07 August). Ash from these explosions reached at least 45,000 ft above sea level. The volcanic eruption produced a 19-cm amplitude tsunami measured at the Adak, Alaska tide gauge at 0324 UTC on 08 August 2008. The tsunami was also recorded at Atka, Alaska with a maximum amplitude of 7 cm. (reference #2582)"
3623,1982,11,16,17,2,1.271,122.091,SULAWESI,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,7.3,30,,Severe (~>$5 to $24 million),,Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3623,"An earthquake of magnitude Mw 7.6 stroke north Sulawesi, Indonesia at 01:02:31 on November 17, 2008 (local time). A small local tsunami was also observed according to local residents. (reference #4032)"
3785,1982,8,15,,,41,29.5,THRACE,GREECE,Mediterranean Sea,Earthquake,Questionable Tsunami,,,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3785,"555, August 15. Thrace, 41 N 29.5 E, earthquake intensity 10.5. Sea recession and return to its level. Many boats went under water (Staikoff, ref #10541). (reference #4139)
<P>555, August 15 (16). 41 N, 29.5 E, earthquake intensity 10-11, tsunami. (reference #1149)"
3765,1982,,,,,37.1,27.7,DODECANESE ISLANDS,GREECE,Mediterranean Sea,Earthquake,Definite Tsunami,7,,6,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3765,"558. Dodecanese Islands. 37<sup>o</sup>06'N, 27<sup>o</sup>42'E, earthquake magnitude 7, intensity VI, tsunami validity 4, intensity 6. Violent earthquake in the island of Cos that was almost completely destroyed.
The date of the earthquake is debated. Some authors date the shock in 554 (when a destructive earthquake occurred in Costantinople), many other suggest the 558. In Cos the sea rose up to a fantastic height and engulfed all the buildings near the shore, destroying them together with their contents and inhabitants. The heaving mass was of such enormous proportions that it flung down everything there that its surging crests could not ride over (Agathias, r454).
Further references: Galanopoulos (r433), Ambraseys (r391), Papadopoulos (r80), Papazachos (r437), Antonopoulos (r417), Guidoboni (r379, r572), Soloviev (r414), Mallet (r571).
(reference #4139)"
3769,1983,5,2,21,54,39.6,29.1,NORTH AEGEAN,GREECE,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,6.2,,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3769,Small tsunami
3770,1983,2,28,15,,36.5,28.7,DODECANESE ISLANDS,GREECE,Mediterranean Sea,Earthquake,Questionable Tsunami,7.2,,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3770,Tsunami at Fetiye (Turkey)
3811,1983,8,16,7,6,43.967,12.667,CENTRAL ADRIATIC,ITALY,Mediterranean Sea,Earthquake,Definite Tsunami,5.9,,2,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3811,At Tavollo tsunami waves observed
3681,1983,1,22,16,30,-16.6,-71.6,S. PERU,PERU,West Coast of South America,Earthquake,Very Doubtful Tsunami,8.2,30,,Severe (~>$5 to $24 million),Very Many (~1001 or more houses),Many (~101 to 1000 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3681,"January 22, 1582, coast of Arequipa, Peru, 17 S, 72.5 W,  tsunami grade I at Camana. (reference #1211)"
3686,1983,7,9,,,-5.3,-80.5,,PERU,West Coast of South America,Earthquake,Very Doubtful Tsunami,,,,Moderate (~$1 to $5 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3686,"July 9, 1587 at nightfall, there was an earthquake in Piura [5.2 S, 80.63 W], which extended some 950 kilometers along the coast. The sea left its bed, generating a giant wave which is believed to have destroyed the village of Sechura [5.55 S, 80.82 W], which was relocated on the site it now occupies. (reference #1111)"
3680,1983,11,13,16,45,-12.3,-77.6,CENTRAL PERU,PERU,West Coast of South America,Earthquake,Very Doubtful Tsunami,7.7,,,Moderate (~$1 to $5 million),Many (~101 to 1000 houses),,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3680,"November 13, 1655, 12 S, 77 W, intensity IX earthquake at Lima and Callao, generated a tsunami. (reference #1211)"
3813,1983,1,9,21,,37.333,15.167,EASTERN SICILY,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,6,,2,Extreme (~$25 million or more),Many (~101 to 1000 houses),Very Many (~1001 or more people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3813,"1693, January 9, 21 UTC. 37<sup>o</sup>20'N, 15<sup>o</sup>10'E, earthquake magnitude 6, intensity 8.5, tsunami intensity 2, reliability 2. Large sea withdrawal and flooding. Strong seismic period affecting eastern Sicily. Strong shock located in the sea not far from the coast, between Catania and Augusta. A recent study (Bianca, r608) identifies the genetic fault in the Avola fault, located about 5 km inland and grossly parallel to the coast.
In the harbour of Augusta, anomalous movement of the sea (Campis, r93). Further references: Baratta (r1), Caputo (r5), Soloviev (r414-r582), Tinti (r9,r534 ,r597), Piatanesi (r530), Bianca (r608). (reference #4139)"
3688,1983,10,,,,42.1,24.8,MARITZA RIVER,BULGARIA,Mediterranean Sea,Earthquake,Event that only caused a seiche or disturbance in an inland river,,,,Severe (~>$5 to $24 million),Many (~101 to 1000 houses),,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3688,"October 10, 1750, intensity 10 - 10.5. The town of Plovdiv is ravaged by a great earthquake. Overflow of the river Maritza which floods the close villages. (reference #1093)
<P>1750. In Romania; especially at Philippopoli. The river Maritza quitted its bed, and inundated the surrounding villages. Philippopoli was ruined. The Journal Historique does not give the month. (reference #521)"
3685,1983,5,13,12,35,-16.5,-72,S. PERU,PERU,West Coast of South America,Earthquake,Questionable Tsunami,8,,,Severe (~>$5 to $24 million),Many (~101 to 1000 houses),Many (~101 to 1000 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3685,"May 13, 1784. ...the 15 have been received expresses from the Valle de Tambo and Moquegua and is participated that all the offices of those cane plantations have been demolished, where the Sea was thrown up and in the same way that in Camana... (reference #1211)"
3682,1983,11,5,6,,16,119.5,LUZON ISLAND,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Event that only caused a seiche or disturbance in an inland river,,,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3682,"1796, November 5, 2 p.m. Pangasinan, Luzon, suffered fearful destruction. High seas 33 miles from Manila - on board an English ship, the main mast was jolted upwards and fell on the rail. All parts of the ship creaked. (reference #1187)"
3727,1983,10,21,11,1,42,42,CAUCASUS,GEORGIA,Black Sea and Caspian Sea,Earthquake,Very Doubtful Tsunami,7.5,60,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3727,"Sea rising at Poti, Batumi, Sukhumi. (reference #4139)"
3724,1983,11,25,18,3,37.417,-18.983,AZORES GIBRALTAR FRACTURE ZONE,ATLANTIC OCEAN,Northeast Atlantic Ocean,Earthquake,Definite Tsunami,8.3,,2,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3724,"1941, November 25. 8.2 MS  Tsunami observed at Newlyn, Cornwall, with maximum amplitude of 0.2 m; seven identifiable waves lasting for four hours. (reference #10413)"
3789,1983,3,9,9,,36,25,CRETE,GREECE,Mediterranean Sea,Earthquake,Probable Tsunami,7,70,3,Severe (~>$5 to $24 million),Many (~101 to 1000 houses),Many (~101 to 1000 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3789,"1629, March 7, or 9 (February, 27). Hellenic Arc, Island of Crete. A strong earthquake occurred that resulted in great destruction. The tsunami was observed on the Island of Kythira. 09h, 35.5 N, 25.0 E, 70 km depth, I = IX, M = 7.0, tsunami intensity 3. (reference #2130)
<P>1629, February. Hellenic Arc. (reference #9116)
<P>1629, February, 27 - Crete, 36 N, 25 E. Extensive damage by a severe shoeck on the whole island of Crete. A tsunami was reported from Cythera. (reference #109)
<P>1629, March 7, 09h, 35.5 N, 25.0 E, depth 70 km, magnitude 7.0.  Northern Crete and  Cythera (tsunami magnitude =3?) (reference #330)
<P>1629, March 9, 36 N, 25 E, earthquake magnitude 7, depth 70 km, tsunami reliability 1.  Strong earthquake affecting Heraklion, Crete causing damage and victims. Small inundation in Kythira.  Galanopoulos (r433) dates the shock in February 27th. In the Kythira Strait tsunami waves seen offshore by sailing ships. Small inundation observed in the Kythira harbour.  Sieberg and later Ambraseys, Galanopoulos, and Antonopoulos, mention a tsunami in Kythira. Antonopoulos quotes bibliography contained in the earthquake catalogue of Crete by Latakis  and Maravelakis. (reference #4139)
<P>1630, March 9, 09h, 36 N, 24 E, earthquake magnitude 6.75, intensity VIII. Kythira Strait. Strong wave. Tsunami intensity 3. (reference #2427)
<P>1629, March 9. Islands of Cythera and Crete (iii?). (reference #15)
<P>1630, March 9, 36 N, 25 E, earthquake intensity VIII. Islands of Cythera and Crete. Tsunami intensity 3. (reference #20)
<P>1629 March 9, Islands of Cythera and Crete (m=iii?).
Information about this event is derived from various manuscripts. A. Galanopoulos, in his Catalogue
(1961, p. 11) on the authority of H. Sieberg (1932 a), refers to the creation of Tsunami during this earthquake. He defines the geographical co-ordinates of the epicenter and its force, but he fixes a date 10 days before, that is February 27, 1629. (reference #27)
<P><P>1629, February. Hellenic Arc. A marginal note on a codex written in Crete says that the shock was felt throughout the island, where houses collapsed, killing people, churches were shattered and church bells were set ringing. Another mariginal note, of unknown provenance, adds that the shaking of the ground was so violent that 'tree-tops were caused to touch the ground, many houses were ruined, spring water became turbid and large earthen wine jars burst(?)'. Details about the damage sustained in the islands are lacking. The shock was strongly felt in the island of Kithyra, but it was not reported from the Ionian islands. About the same time an earthquake shock was felt in Smyrna. The details of the effects of this earthquake on land and at sea are given in three separate reports made by captains arriving in Zante, which confirm that the shock was associated with a seismic sea wave. This earthquake took place during the fourth hour of the day, on Saturday of the Adoration of the Cross, 27 February 1629 (= Friday) (Julian calendar, 9 March Gregorian calendar) (reference #9116)"
3647,1984,1,3,19,43,-0.414,132.885,NEAR NORTH COAST,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,7.6,17,,Severe (~>$5 to $24 million),,Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3647,"Irian Jaya Tsunamis of 3 January 2009. A major earthquake with a moment magnitude of 7.6 (USGS) occurred at 19:43:55 UTC 3 January (day 003) and was located 93 miles WNW of Manokwari, Irian Jaya, Indonesia (0.51S, 132.787E, 21.7mi/34.7km depth--USGS location). Two hours and 50 minutes after the first earthquake, a second major earthquake (occurring at 22:33:42 UTC 3 January, 2009) with a moment magnitude of 7.4 (USGS) occurred 51.7 miles WNW of Manokwari, Irian Jaya, Indonesia (0.695S, 133.279E, 21.7mi/34.7km depth--USGS location). These earthquakes produced tsunamis that were recorded at tide gages monitored at the Tsunami Warning Centers. (reference #8657)"
3649,1984,1,3,22,33,-0.691,133.305,NEAR NORTH COAST,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Probable Tsunami,7.3,23,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3649,"Irian Jaya Tsunamis of 3 January 2009. A major earthquake with a moment magnitude of 7.6 (USGS) occurred at 19:43:55 UTC 3 January (day 003) and was located 93 miles WNW of Manokwari, Irian Jaya, Indonesia (0.51S, 132.787E, 21.7mi/34.7km depth--USGS location). Two hours and 50 minutes after the first earthquake, a second major earthquake (occurring at 22:33:42 UTC 3 January, 2009) with a moment magnitude of 7.4 (USGS) occurred 51.7 miles WNW of Manokwari, Irian Jaya, Indonesia (0.695S, 133.279E, 21.7mi/34.7km depth--USGS location). These earthquakes produced tsunamis that were recorded at tide gages monitored at the Tsunami Warning Centers.  
<P>Link to the tsunami <B><U>
<a href=""http://www.ngdc.noaa.gov/nndc/struts/results?EQ_0=3647&t=101650&s=9&d=99,91,95,93&nd=display""','tsueqWindow','resizable=yes,
menubar=no,scrollbars=yes,width=800,height=600,left=5,
top=50', target=""blank""); "">event at 19:43UTC</a></U></B> for information on the tsunami runups. (reference #8657)"
3689,1984,2,7,13,10,38.583,16.2,TYRRHENIAN CALABRIA,ITALY,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,6.6,,,Severe (~>$5 to $24 million),Many (~101 to 1000 houses),,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3689,"In 1783 Calabria (southern Italy) was shaken by the most violent and persistent seismic crisis occurred in the last two thousands years. Third of the five very strong earthquakes occurred in a short interval of time (February-March), causing destruction and a lot of victims in a vast region embracing the whole southern Calabria and the Messina area, Sicily. At Stilo sea rising with no flooding."
3691,1984,1,15,17,49,46.857,155.154,KAMCHATKA,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,7.4,36,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3691,
3692,1984,2,11,17,34,3.884,126.397,CELEBES SEA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,7.2,22,,Moderate (~$1 to $5 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3692,"A major earthquake with a moment magnitude of 7.2 (USGS magnitude) occurred at 17:34:50 UTC 11 February 2009 (day 042) and was located 174 miles/278 km SSE of General Santos, Mindanao, Philippines (3.9N, 126.4E, 12.4mi/19.8km depth--USGS location). This earthquake produced a small tsunami that was recorded at the tide gage at Davao, Philippine Islands. (reference #4150)"
3714,1984,,,,,41.3,19.5,ALBANIA,ALBANIA,Mediterranean Sea,Earthquake,Questionable Tsunami,6.6,,3,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3714,"58 B.C. April. Dyrrachium. An earthquake may have occurred in Albania. This event, if genuine, happened during the consulship of Piso and Gabinus (58 BC) when Cicero was on his way to exile. He left Brindisi on 14 kalends of May (18th April) and, after a short crossing, when he was about to land at Dyrrachium, there was apparently an earthquake and the sea retired to a considerable distance from the shore.
<P>There is no evidence that it caused any damage. The source for this earthquake, a first-century-AD Greek historian, includes this earthquake as a portent, since he goes on to say that contemporary soothsayers interpreted the phenomenon as a sign of a short exile. The letters which Cicero wrote to Atticus at the time, however, are silent about this event.
<P>(above from reference #9116)
<P>58 B.C. Albania. Sea rise at Durazzo. All sources mention the event in 58 B.C. Papadopoulos put the shock as occurred in 57 B.C. Earthquake in Dyrachion (Durazzo), Albania. Earthquake 41 deg 18 min N, 19 deg 30 min E, magnitude 6.6. (reference #4139)
<P>58 B.C. Albanian coasts. Durazzo (Dyrrhachion). Tsunami intensity iii. (reference #15)
<P>58 B.C. Albanian coasts. Durazzo (Dyrrhachion). Tsunami intensity ii. (reference #20)
<P>58 B.C. Albania. Sea inundation. Earthquake 41 deg 18 min N, 19 deg 36 min E.  Event validity 2. (reference #2427)
<P>58 or 57 B.C. Adriatic Sea, Albania. Tsunami (intensity iii) in Durres. Event validity 2. Earthquake magnitude 6.6, 41.5N, 19.4E. (reference #2130)
<P>57 B.C. Albania, Durazzo, tsunami intensity ii. Earthquake magnitude 6.6, 41.3 N, 19.5 E. (reference #330)"
3728,1984,,,,,43,41,BLACK SEA,GEORGIA,Black Sea and Caspian Sea,Earthquake,Very Doubtful Tsunami,5.5,,,Moderate (~$1 to $5 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3728,"50 B.C. Earthquake 43 deg N 41 deg E. Inundation of Dyoscuria. (reference #4139)
<P>The town of Dyoscuria was completed destroyed and went under water. (reference #9155).
<P>50 A.D. [probably typo and should be B.C.] 42.9 N, 41 E, magnitude 5.5, intensity VIII. Destruction of town of Dioskurly, landslides, tsunami. (reference #223)"
